root_sentence,perturbed_sentence,method,predicted_root,is_correct
"Ben Gazzara sports his usual cat's-got-canary grin in a futile attempt to elevate the meager plot, which requires him to pursue Audrey Hepburn with all the interest of a narcoleptic at an insomnia clinic.",Ben Gazzara goes into a futile attempt to raise the meager plot to which he must pursue Audrey Hepburn with all the interest of a narcolepsy in an insomnia clinic.,back-translation,"Ben Gazzara sports his usual cat's-got-canary grin in a futile attempt to elevate the meager plot, which requires him to pursue Audrey Hepburn with all the interest of a narcoleptic at an insomnia clinic.",True
"Ben Gazzara sports his usual cat's-got-canary grin in a futile attempt to elevate the meager plot, which requires him to pursue Audrey Hepburn with all the interest of a narcoleptic at an insomnia clinic.","Ben Gazzara sports his usual cat's-got-canary grin in a futile attempt to elevate the meager plot, which requires him to pursue Hepburn with all the interest of a narcoleptic at an insomnia clinic.",paraphrasing,"Ben Gazzara sports his usual cat's-got-canary grin in a futile attempt to elevate the meager plot, which requires him to pursue Audrey Hepburn with all the interest of a narcoleptic at an insomnia clinic.",True
"In the meantime, the budding couple's respective children (nepotism alert: Bogdanovich's daughters) spew cute and pick up some fairly disturbing pointers on 'love' while observing their parents.","In the meantime, the respective children of the prospective couple (nepotism alarm: Bogdanovich's daughters) spit out cute and record some rather disturbing references to ""love"" while watching their parents.",back-translation,"In the meantime, the budding couple's respective children (nepotism alert: Bogdanovich's daughters) spew cute and pick up some fairly disturbing pointers on 'love' while observing their parents.",True
"In the meantime, the budding couple's respective children (nepotism alert: Bogdanovich's daughters) spew cute and pick up some fairly disturbing pointers on 'love' while observing their parents.","In the meantime, the budding couple's respective children (nepotism alert: Bogdanovich's daughters) spew cute and pick up some fairly disturbing pointers on 'love' while observing their parents.",paraphrasing,"In the meantime, the budding couple's respective children (nepotism alert: Bogdanovich's daughters) spew cute and pick up some fairly disturbing pointers on 'love' while observing their parents.",True
"(Ms. Hepburn, drawing on her dignity, manages to rise above the proceedings- but she has the monumental challenge of playing herself, ostensibly.)","(Mrs. Hepburn, who draws on her dignity, manages to rise above the trial - but she has the monumental challenge of pretending to play herself.)",back-translation,"(Ms. Hepburn, drawing on her dignity, manages to rise above the proceedings- but she has the monumental challenge of playing herself, ostensibly.)",True
"(Ms. Hepburn, drawing on her dignity, manages to rise above the proceedings- but she has the monumental challenge of playing herself, ostensibly.)",Ms. Hepburn is able to rise above the proceedings but she has a monumental challenge in playing herself.,paraphrasing,"(Ms. Hepburn, drawing on her dignity, manages to rise above the proceedings- but she has the monumental challenge of playing herself, ostensibly.)",True
"Surely this is NOT what Gershwin (who wrote the song from which the movie's title is derived) had in mind; his stage musicals of the 20's may have been slight, but at least they were long on charm.","Certainly this is NOT what Gershwin (who wrote the song from which the title of the film is derived) had in mind; his stage music of the 1920s may have been easy, but at least they were long on charm.",back-translation,"Surely this is NOT what Gershwin (who wrote the song from which the movie's title is derived) had in mind; his stage musicals of the 20's may have been slight, but at least they were long on charm.",True
"Surely this is NOT what Gershwin (who wrote the song from which the movie's title is derived) had in mind; his stage musicals of the 20's may have been slight, but at least they were long on charm.","Gershwin's stage musicals of the 20's may have been slight, but at least they were long on charm.",paraphrasing,"Surely this is NOT what Gershwin (who wrote the song from which the movie's title is derived) had in mind; his stage musicals of the 20's may have been slight, but at least they were long on charm.",True
"His rise and fall is among the more sympathetic and tragic of Hollywood stories, so there's no joy in criticizing the film... there _is_ real emotional investment in Ms. Stratten's scenes.","His rise and fall is one of the more sympathetic and tragic Hollywood stories, so there's no joy in criticizing the film... there's a real emotional investment in Ms. Stratten's scenes.",back-translation,"His rise and fall is among the more sympathetic and tragic of Hollywood stories, so there's no joy in criticizing the film... there _is_ real emotional investment in Ms. Stratten's scenes.",True
"His rise and fall is among the more sympathetic and tragic of Hollywood stories, so there's no joy in criticizing the film... there _is_ real emotional investment in Ms. Stratten's scenes.",His rise and fall is among the more sympathetic and tragic of Hollywood stories.,paraphrasing,"His rise and fall is among the more sympathetic and tragic of Hollywood stories, so there's no joy in criticizing the film... there _is_ real emotional investment in Ms. Stratten's scenes.",True
"But ""Laughed"" is a faint echo of ""The Last Picture Show"", ""Paper Moon"" or ""What's Up, Doc""- following ""Daisy Miller"" and ""At Long Last Love"", it was a thundering confirmation of the phase from which P.B.","But ""Laughed"" is a faint echo of ""The Last Picture Show"", ""Paper Moon"" or ""What's Up, Doc"" - after ""Daisy Miller"" and ""At Long Last Love"", it was a thundering confirmation of the phase from the P.B.",back-translation,"But ""Laughed"" is a faint echo of ""The Last Picture Show"", ""Paper Moon"" or ""What's Up, Doc""- following ""Daisy Miller"" and ""At Long Last Love"", it was a thundering confirmation of the phase from which P.B.",True
"But ""Laughed"" is a faint echo of ""The Last Picture Show"", ""Paper Moon"" or ""What's Up, Doc""- following ""Daisy Miller"" and ""At Long Last Love"", it was a thundering confirmation of the phase from which P.B.","""Laughed"" is a faint echo of ""The Last Picture Show"", ""Paper Moon"" or ""What's Up, Doc"", following ""Daisy Miller"" and ""At Long Last Love"".",paraphrasing,"But ""Laughed"" is a faint echo of ""The Last Picture Show"", ""Paper Moon"" or ""What's Up, Doc""- following ""Daisy Miller"" and ""At Long Last Love"", it was a thundering confirmation of the phase from which P.B.",True
"has never emerged.<br /><br />All in all, though, the movie is harmless, only a waste of rental.","But the film is harmless, just a waste of rent.",back-translation,"has never emerged.<br /><br />All in all, though, the movie is harmless, only a waste of rental.",True
"has never emerged.<br /><br />All in all, though, the movie is harmless, only a waste of rental.",The movie is only a waste of money.,paraphrasing,"I was prepared for the possibility that this would be awful, but the script (or lack thereof) makes for a film that's also pointless.",False
"I want to watch people having a good time, I'll go to the park on a sunny day.","I want to watch people have fun, and I'm going to the park on a sunny day.",back-translation,"I want to watch people having a good time, I'll go to the park on a sunny day.",True
"I want to watch people having a good time, I'll go to the park on a sunny day.",I'll go to the park on a sunny day if people have a good time.,paraphrasing,"I want to watch people having a good time, I'll go to the park on a sunny day.",True
"For filmic expressions of joy and love, I'll stick to Ernest Lubitsch and Jaques Demy...","For cinematic expressions of joy and love, I remain with Ernest Lubitsch and Jaques Demy...",back-translation,"For filmic expressions of joy and love, I'll stick to Ernest Lubitsch and Jaques Demy...",True
"For filmic expressions of joy and love, I'll stick to Ernest Lubitsch and Jaques Demy...",I'll stick to Ernest Lubitsch and Jaques Demy for filmic expressions of joy and love.,paraphrasing,"For filmic expressions of joy and love, I'll stick to Ernest Lubitsch and Jaques Demy...",True
This is said to be a personal film for Peter Bogdonavitch.,This is supposed to be a personal film for Peter Bogdonavitch.,back-translation,This is said to be a personal film for Peter Bogdonavitch.,True
This is said to be a personal film for Peter Bogdonavitch.,The film is said to be for Peter.,paraphrasing,"This entire movie was written by Peter, and it shows how out of touch with real people he was.",False
"He based it on his life but changed things around to fit the characters, who are detectives.","He was based on his life, but changed things to fit the characters that are detectives.",back-translation,"He based it on his life but changed things around to fit the characters, who are detectives.",True
"He based it on his life but changed things around to fit the characters, who are detectives.","He changed things around to fit the characters, who are detectives.",paraphrasing,"He based it on his life but changed things around to fit the characters, who are detectives.",True
These detectives date beautiful models and have no problem getting them.,These detectives date beautiful models and have no problem getting them.,back-translation,These detectives date beautiful models and have no problem getting them.,True
These detectives date beautiful models and have no problem getting them.,These detectives can get beautiful models.,paraphrasing,These detectives date beautiful models and have no problem getting them.,True
"Sounds more like a millionaire playboy filmmaker than a detective, doesn't it?","Sounds more like a millionaire, a Playboy filmer than a detective, doesn't it?",back-translation,"Sounds more like a millionaire playboy filmmaker than a detective, doesn't it?",True
"Sounds more like a millionaire playboy filmmaker than a detective, doesn't it?",Isn't it more like a millionaire playboy filmmaker than a detective?,paraphrasing,"Sounds more like a millionaire playboy filmmaker than a detective, doesn't it?",True
"This entire movie was written by Peter, and it shows how out of touch with real people he was.","This whole movie was written by Peter, and he shows how out of contact with real people he was.",back-translation,"This entire movie was written by Peter, and it shows how out of touch with real people he was.",True
"This entire movie was written by Peter, and it shows how out of touch with real people he was.",The movie shows how out of touch Peter was with real people.,paraphrasing,"This entire movie was written by Peter, and it shows how out of touch with real people he was.",True
"You're supposed to write what you know, and he did that, indeed.","You should write what you know, and he actually did.",back-translation,"You're supposed to write what you know, and he did that, indeed.",True
"You're supposed to write what you know, and he did that, indeed.","You're supposed to write what you know, and he did that.",paraphrasing,"You're supposed to write what you know, and he did that, indeed.",True
"And leaves the audience bored and confused, and jealous, for that matter.","And the audience is bored and confused, and jealous, for this matter.",back-translation,"And leaves the audience bored and confused, and jealous, for that matter.",True
"And leaves the audience bored and confused, and jealous, for that matter.",The audience is left bored and confused.,paraphrasing,"And leaves the audience bored and confused, and jealous, for that matter.",True
"This is a curio for people who want to see Dorothy Stratten, who was murdered right after filming.",This is a curiosity for people who want to see Dorothy Stratten who was murdered right after the shooting.,back-translation,"This is a curio for people who want to see Dorothy Stratten, who was murdered right after filming.",True
"This is a curio for people who want to see Dorothy Stratten, who was murdered right after filming.",This is a curio for people who want to see the murder of a woman.,paraphrasing,"This is a curio for people who want to see Dorothy Stratten, who was murdered right after filming.",True
"But Patti Hanson, who would, in real life, marry Keith Richards, was also a model, like Stratten, but is a lot better and has a more ample part.","But Patti Hanson, who would marry Keith Richard in real life, was also a model like strategists, but is much better and has a greater share.",back-translation,"But Patti Hanson, who would, in real life, marry Keith Richards, was also a model, like Stratten, but is a lot better and has a more ample part.",True
"But Patti Hanson, who would, in real life, marry Keith Richards, was also a model, like Stratten, but is a lot better and has a more ample part.","In real life, Hanson would marry Richards, but she is a lot better and has a more ample part.",paraphrasing,"But Patti Hanson, who would, in real life, marry Keith Richards, was also a model, like Stratten, but is a lot better and has a more ample part.",True
"She doesn't have a lot to do with the story, which is pretty convoluted to begin with.",She doesn't have much to do with the story that's pretty confused at first.,back-translation,"She doesn't have a lot to do with the story, which is pretty convoluted to begin with.",True
"She doesn't have a lot to do with the story, which is pretty convoluted to begin with.",She doesn't have a lot to do with the story.,paraphrasing,"She doesn't have a lot to do with the story, which is pretty convoluted to begin with.",True
"All in all, every character in this film is somebody that very few people can relate with, unless you're millionaire from Manhattan with beautiful supermodels at your beckon call.","All in all, every character in this movie is a person who has very few people to do with unless you're a millionaire from Manhattan with beautiful supermodels on your call.",back-translation,"All in all, every character in this film is somebody that very few people can relate with, unless you're millionaire from Manhattan with beautiful supermodels at your beckon call.",True
"All in all, every character in this film is somebody that very few people can relate with, unless you're millionaire from Manhattan with beautiful supermodels at your beckon call.","Unless you're a millionaire from Manhattan, you won't be able to relate to any of the characters in this film.",paraphrasing,"All in all, every character in this film is somebody that very few people can relate with, unless you're millionaire from Manhattan with beautiful supermodels at your beckon call.",True
"You entertain your few friends with inside jokes, and bore all the rest.",You entertain your few friends with inside jokes and bore the rest.,back-translation,"You entertain your few friends with inside jokes, and bore all the rest.",True
"You entertain your few friends with inside jokes, and bore all the rest.",You entertain your friends with inside jokes.,paraphrasing,"You entertain your few friends with inside jokes, and bore all the rest.",True
"It was great to see some of my favorite stars of 30 years ago including John Ritter, Ben Gazarra and Audrey Hepburn.","It was great to see some of my favorite stars from 30 years ago, including John Ritter, Ben Gazarra and Audrey Hepburn.",back-translation,"It was great to see some of my favorite stars of 30 years ago including John Ritter, Ben Gazarra and Audrey Hepburn.",True
"It was great to see some of my favorite stars of 30 years ago including John Ritter, Ben Gazarra and Audrey Hepburn.",It was great to see some of my favorite stars 30 years ago.,paraphrasing,"It was great to see some of my favorite stars of 30 years ago including John Ritter, Ben Gazarra and Audrey Hepburn.",True
They were not given any characters or good lines to work with.,They received no signs or good lines to work with.,back-translation,They were not given any characters or good lines to work with.,True
They were not given any characters or good lines to work with.,They weren't given any good lines to work with.,paraphrasing,They were not given any characters or good lines to work with.,True
"I neither understood or cared what the characters were doing.<br /><br />Some of the smaller female roles were fine, Patty Henson and Colleen Camp were quite competent and confident in their small sidekick parts.","I neither understood nor cared what the characters did. <br /> Some of the smaller female roles were fine, Patty Henson and Colleen Camp were very competent and confident in their small supporting roles.",back-translation,"I neither understood or cared what the characters were doing.<br /><br />Some of the smaller female roles were fine, Patty Henson and Colleen Camp were quite competent and confident in their small sidekick parts.",True
"I neither understood or cared what the characters were doing.<br /><br />Some of the smaller female roles were fine, Patty Henson and Colleen Camp were quite competent and confident in their small sidekick parts.","I didn't understand what the characters were doing, but Patty Henson and Colleen Camp were competent in their small sidekick parts.",paraphrasing,"I neither understood or cared what the characters were doing.<br /><br />Some of the smaller female roles were fine, Patty Henson and Colleen Camp were quite competent and confident in their small sidekick parts.",True
They showed some talent and it is sad they didn't go on to star in more and better films.,They showed talents and it is sad that they were no longer seen in ever better movies.,back-translation,They showed some talent and it is sad they didn't go on to star in more and better films.,True
They showed some talent and it is sad they didn't go on to star in more and better films.,It is sad that they didn't go on to star in better films because they showed some talent.,paraphrasing,They showed some talent and it is sad they didn't go on to star in more and better films.,True
"Sadly, I didn't think Dorothy Stratten got a chance to act in this her only important film role.<br /><br />The film appears to have some fans, and I was very open-minded when I started watching it.","Unfortunately, I didn't think Dorothy Stratten had a chance to play in this only important movie role. <br />The movie seems to have some fans, and I was very open-minded when I started to see it.",back-translation,"Sadly, I didn't think Dorothy Stratten got a chance to act in this her only important film role.<br /><br />The film appears to have some fans, and I was very open-minded when I started watching it.",True
"Sadly, I didn't think Dorothy Stratten got a chance to act in this her only important film role.<br /><br />The film appears to have some fans, and I was very open-minded when I started watching it.","The film appears to have some fans, and I was very open-minded when I started watching it.",paraphrasing,I have this film out of the library right now and I haven't finished watching it.,False
"I am a big Peter Bogdanovich fan and I enjoyed his last movie, ""Cat's Meow"" and all his early ones from ""Targets"" to ""Nickleodeon"".","I'm a great Peter Bogdanovich fan and I enjoyed his last movie ""Cat's Meadow"" and all his early movies from ""Targets"" to ""Nickleodeon"".",back-translation,"I am a big Peter Bogdanovich fan and I enjoyed his last movie, ""Cat's Meow"" and all his early ones from ""Targets"" to ""Nickleodeon"".",True
"I am a big Peter Bogdanovich fan and I enjoyed his last movie, ""Cat's Meow"" and all his early ones from ""Targets"" to ""Nickleodeon"".","I enjoyed Peter Bogdanovich's last movie, ""Cat's Meow"", as well as his early ones, ""Targets"" and ""Nickleodeon"".",paraphrasing,"I am a big Peter Bogdanovich fan and I enjoyed his last movie, ""Cat's Meow"" and all his early ones from ""Targets"" to ""Nickleodeon"".",True
"So, it really surprised me that I was barely able to keep awake watching this one.<br /><br />It is ironic that this movie is about a detective agency where the detectives and clients get romantically involved with each other.","So, it really surprised me that I was barely able to stay awake and watch this.It's ironic that this film is about a detective agency where the detectives and clients are romantically connected.",back-translation,"So, it really surprised me that I was barely able to keep awake watching this one.<br /><br />It is ironic that this movie is about a detective agency where the detectives and clients get romantically involved with each other.",True
"So, it really surprised me that I was barely able to keep awake watching this one.<br /><br />It is ironic that this movie is about a detective agency where the detectives and clients get romantically involved with each other.",It is ironic that this movie is about a detective agency where the detectives and clients get romantically involved with each other.,paraphrasing,"So, it really surprised me that I was barely able to keep awake watching this one.<br /><br />It is ironic that this movie is about a detective agency where the detectives and clients get romantically involved with each other.",True
"Five years later, Bogdanovich's ex-girlfriend, Cybil Shepherd had a hit television series called ""Moonlighting"" stealing the story idea from Bogdanovich.","Five years later, Bogdanovich's ex-girlfriend, Cybil Shepherd had stolen Bogdanovich's story idea from a hit TV show called ""Moonlighting"".",back-translation,"Five years later, Bogdanovich's ex-girlfriend, Cybil Shepherd had a hit television series called ""Moonlighting"" stealing the story idea from Bogdanovich.",True
"Five years later, Bogdanovich's ex-girlfriend, Cybil Shepherd had a hit television series called ""Moonlighting"" stealing the story idea from Bogdanovich.","Five years later, Cybil Shepherd had a hit television series called ""Moonlighting"" that stole the idea from Bogdanovich.",paraphrasing,"Five years later, Bogdanovich's ex-girlfriend, Cybil Shepherd had a hit television series called ""Moonlighting"" stealing the story idea from Bogdanovich.",True
I can't believe that those praising this movie herein aren't thinking of some other film.,I can't believe those who praise this movie don't think of another movie.,back-translation,I can't believe that those praising this movie herein aren't thinking of some other film.,True
I can't believe that those praising this movie herein aren't thinking of some other film.,I can't believe that those who praise this movie don't think of any other film.,paraphrasing,I can't believe that those praising this movie herein aren't thinking of some other film.,True
"I was prepared for the possibility that this would be awful, but the script (or lack thereof) makes for a film that's also pointless.","I was prepared for the possibility that this would be terrible, but the script (or lack of it) makes a movie that is also pointless.",back-translation,"I was prepared for the possibility that this would be awful, but the script (or lack thereof) makes for a film that's also pointless.",True
"I was prepared for the possibility that this would be awful, but the script (or lack thereof) makes for a film that's also pointless.","The script makes for a pointless film, even though I was prepared for it.",paraphrasing,"I was prepared for the possibility that this would be awful, but the script (or lack thereof) makes for a film that's also pointless.",True
"On the plus side, the general level of craft on the part of the actors and technical crew is quite competent, but when you've got a sow's ear to work with you can't make a silk purse.","On the plus side, the general level of craftsmanship of the actors and the technical crew is very competent, but if you have a sour ear that you can work with, you can't make a silk bag.",back-translation,"On the plus side, the general level of craft on the part of the actors and technical crew is quite competent, but when you've got a sow's ear to work with you can't make a silk purse.",True
"On the plus side, the general level of craft on the part of the actors and technical crew is quite competent, but when you've got a sow's ear to work with you can't make a silk purse.","The actors and technical crew are competent, but they can't make a silk purse if you have a sow's ear.",paraphrasing,"On the plus side, the general level of craft on the part of the actors and technical crew is quite competent, but when you've got a sow's ear to work with you can't make a silk purse.",True
Ben G fans should stick with just about any other movie he's been in.,Ben G-fans were supposed to stay with any other movie he was in.,back-translation,Ben G fans should stick with just about any other movie he's been in.,True
Ben G fans should stick with just about any other movie he's been in.,Ben G fans should watch any other movies he's been in.,paraphrasing,Ben G fans should stick with just about any other movie he's been in.,True
Peter B fans should stick to Last Picture Show and Target.,Peter B-Fans should stick to Last Picture Show and Target.,back-translation,Peter B fans should stick to Last Picture Show and Target.,True
Peter B fans should stick to Last Picture Show and Target.,Peter B fans should watch Last Picture Show and Target.,paraphrasing,Peter B fans should stick to Last Picture Show and Target.,True
"Fans of cheap laughs at the expense of those who seem to be asking for it should stick to Peter B's amazingly awful book, Killing of the Unicorn.","Fans of cheap laughs at the expense of those who seem to ask for it should stick to Peter B's amazingly terrible book ""Killing of the Unicorn"".",back-translation,"Fans of cheap laughs at the expense of those who seem to be asking for it should stick to Peter B's amazingly awful book, Killing of the Unicorn.",True
"Fans of cheap laughs at the expense of those who seem to be asking for it should stick to Peter B's amazingly awful book, Killing of the Unicorn.","Fans of cheap laughs at the expense of those who seem to be asking for it should stick to Peter B's book, Killing of the Unicorn.",paraphrasing,"Fans of cheap laughs at the expense of those who seem to be asking for it should stick to Peter B's amazingly awful book, Killing of the Unicorn.",True
"Bob Fosse's ""Star 80"" about Dorothy Stratten, of whom Bogdanovich was obsessed enough to have married her SISTER after her murder at the hands of her low-life husband, is a zillion times more interesting than Dorothy herself on the silver screen.","Bob Fosse's ""Star 80"" over Dorothy Stratten, of whom Bogdanovich was possessed enough to marry her SISTER after her murder of her low-life husband, is a million times more interesting than Dorothy himself on the silver wall.",back-translation,"Bob Fosse's ""Star 80"" about Dorothy Stratten, of whom Bogdanovich was obsessed enough to have married her SISTER after her murder at the hands of her low-life husband, is a zillion times more interesting than Dorothy herself on the silver screen.",True
"Bob Fosse's ""Star 80"" about Dorothy Stratten, of whom Bogdanovich was obsessed enough to have married her SISTER after her murder at the hands of her low-life husband, is a zillion times more interesting than Dorothy herself on the silver screen.","Bob Fosse's ""Star 80"" is about a woman who was murdered by her husband and was obsessed with him until she married her sister.",paraphrasing,"Bob Fosse's ""Star 80"" about Dorothy Stratten, of whom Bogdanovich was obsessed enough to have married her SISTER after her murder at the hands of her low-life husband, is a zillion times more interesting than Dorothy herself on the silver screen.",True
"Patty Hansen is no actress either..I expected to see some sort of lost masterpiece a la Orson Welles but instead got Audrey Hepburn cavorting in jeans and a god-awful ""poodlesque"" hair-do....Very disappointing....""Paper Moon"" and ""The Last Picture Show"" I could watch again and again.","Patty Hansen is not an actress either.I was expecting to see some sort of lost masterpiece a la Orson Welles, but instead Audrey Hepburn got in jeans and a goddamn ""puodlesque"" hairstyle....Very disappointing....""Paper Moon"" and ""The Last Picture Show"" I could watch again and again.",back-translation,"Patty Hansen is no actress either..I expected to see some sort of lost masterpiece a la Orson Welles but instead got Audrey Hepburn cavorting in jeans and a god-awful ""poodlesque"" hair-do....Very disappointing....""Paper Moon"" and ""The Last Picture Show"" I could watch again and again.",True
"Patty Hansen is no actress either..I expected to see some sort of lost masterpiece a la Orson Welles but instead got Audrey Hepburn cavorting in jeans and a god-awful ""poodlesque"" hair-do....Very disappointing....""Paper Moon"" and ""The Last Picture Show"" I could watch again and again.","Patty Hansen is no actress either..I expected to see some sort of lost masterpiece a la Orson Welles but instead got Audrey Hepburn cavorting in jeans and a god-awful ""poodlesque"" hair-do....Very disappointing....""Paper Moon"" and ""The Last Picture Show"" I could watch again and again.",paraphrasing,"Patty Hansen is no actress either..I expected to see some sort of lost masterpiece a la Orson Welles but instead got Audrey Hepburn cavorting in jeans and a god-awful ""poodlesque"" hair-do....Very disappointing....""Paper Moon"" and ""The Last Picture Show"" I could watch again and again.",True
This movie was reputedly not released because of the brouhaha surrounding Ms. Stratten's tawdry death; I think the real reason was because it was so bad!,This film was allegedly not released because of the brouhaha around Mrs. Stratten's tough death; I think the real reason was because it was so bad!,back-translation,This movie was reputedly not released because of the brouhaha surrounding Ms. Stratten's tawdry death; I think the real reason was because it was so bad!,True
This movie was reputedly not released because of the brouhaha surrounding Ms. Stratten's tawdry death; I think the real reason was because it was so bad!,I think the real reason for not releasing this movie was because it was so bad.,paraphrasing,This movie was reputedly not released because of the brouhaha surrounding Ms. Stratten's tawdry death; I think the real reason was because it was so bad!,True
"The director is in love with New York City, and by the end of the film, so are we all!","The director is in love with New York City, and at the end of the movie, so are we all!",back-translation,"The director is in love with New York City, and by the end of the film, so are we all!",True
"The director is in love with New York City, and by the end of the film, so are we all!","By the end of the film, the director is in love with New York City.",paraphrasing,"The director is in love with New York City, and by the end of the film, so are we all!",True
Woody Allen could not improve upon what Bogdonovich has done here.,Woody Allen couldn't improve what Bogdonovich did here.,back-translation,Woody Allen could not improve upon what Bogdonovich has done here.,True
Woody Allen could not improve upon what Bogdonovich has done here.,Woody Allen didn't have the ability to improve upon what Bogdonovich has done.,paraphrasing,Woody Allen could not improve upon what Bogdonovich has done here.,True
"If you are going to fall in love, or find love, Manhattan is the place to go.","If you fall in love or find love, Manhattan is the right place.",back-translation,"If you are going to fall in love, or find love, Manhattan is the place to go.",True
"If you are going to fall in love, or find love, Manhattan is the place to go.","If you want to find love or fall in love, Manhattan is the place to go.",paraphrasing,"If you are going to fall in love, or find love, Manhattan is the place to go.",True
"The actors fall in love at first sight, words are unnecessary.","The actors fall in love at first sight, words are unnecessary.",back-translation,"The actors fall in love at first sight, words are unnecessary.",True
"The actors fall in love at first sight, words are unnecessary.",Words are useless when the actors fall in love.,paraphrasing,"The actors fall in love at first sight, words are unnecessary.",True
In the director's own experience in Hollywood that is what happens when they go to work on the set.,"In the director's own experience in Hollywood, that happens when they go to work on the set.",back-translation,In the director's own experience in Hollywood that is what happens when they go to work on the set.,True
In the director's own experience in Hollywood that is what happens when they go to work on the set.,"When a director goes to work on a film set in Hollywood, it's like that in his own experience.",paraphrasing,In the director's own experience in Hollywood that is what happens when they go to work on the set.,True
"It is reality to him, and his peers, but it is a fantasy to most of us in the real world.","It's a reality for him and his colleagues, but it's a fantasy for most of us in the real world.",back-translation,"It is reality to him, and his peers, but it is a fantasy to most of us in the real world.",True
"It is reality to him, and his peers, but it is a fantasy to most of us in the real world.","It is reality to him and his peers, but a fantasy to most of us.",paraphrasing,"It is reality to him, and his peers, but it is a fantasy to most of us in the real world.",True
"So, in the end, the movie is hollow, and shallow, and message-less.","In the end, the film is hollow, flat and messageless.",back-translation,"So, in the end, the movie is hollow, and shallow, and message-less.",True
"So, in the end, the movie is hollow, and shallow, and message-less.","The movie is hollow, shallow, and message-less in the end.",paraphrasing,"So, in the end, the movie is hollow, and shallow, and message-less.",True
"Today I found ""They All Laughed"" on VHS on sale in a rental.","Today I found ""They All Laughed"" on VHS for sale in a rental.",back-translation,"Today I found ""They All Laughed"" on VHS on sale in a rental.",True
"Today I found ""They All Laughed"" on VHS on sale in a rental.","I found ""They All Laughed"" on VHS in a rental store.",paraphrasing,"Today I found ""They All Laughed"" on VHS on sale in a rental.",True
"I searched IMDb, and the User Rating of 6.0 was an excellent reference.","I was looking for IMDb, and the user rating of 6.0 was an excellent reference.",back-translation,"I searched IMDb, and the User Rating of 6.0 was an excellent reference.",True
"I searched IMDb, and the User Rating of 6.0 was an excellent reference.",The User Rating of 6.0 was an excellent reference.,paraphrasing,"I searched IMDb, and the User Rating of 6.0 was an excellent reference.",True
"I looked in ""Mick Martin & Marsha Porter Video & DVD Guide 2003"" and  wow  four stars!","I watched ""Mick Martin & Marsha Porter Video & DVD Guide 2003"" and ""Wow"" four stars!",back-translation,"I looked in ""Mick Martin & Marsha Porter Video & DVD Guide 2003"" and  wow  four stars!",True
"I looked in ""Mick Martin & Marsha Porter Video & DVD Guide 2003"" and  wow  four stars!","""Mick Martin & Marsha Porter Video & DVD Guide 2003"" has four stars.",paraphrasing,"I looked in ""Mick Martin & Marsha Porter Video & DVD Guide 2003"" and  wow  four stars!",True
"So, I decided that I could not waste more time and immediately see it.",So I decided I couldn't waste more time and see right away.,back-translation,"So, I decided that I could not waste more time and immediately see it.",True
"So, I decided that I could not waste more time and immediately see it.",I decided that I couldn't waste any more time and see it.,paraphrasing,"So, I decided that I could not waste more time and immediately see it.",True
"Indeed, I have just finished watching ""They All Laughed"" and I found it a very boring overrated movie.","I just saw ""They All Laughed"" and found it a very boring overrated movie.",back-translation,"Indeed, I have just finished watching ""They All Laughed"" and I found it a very boring overrated movie.",True
"Indeed, I have just finished watching ""They All Laughed"" and I found it a very boring overrated movie.","I just finished watching ""They All Laughed"" and found it boring.",paraphrasing,"Indeed, I have just finished watching ""They All Laughed"" and I found it a very boring overrated movie.",True
"The characters are badly developed, and I spent lots of minutes to understand their roles in the story.","The characters are poorly developed, and I spent many minutes understanding their roles in history.",back-translation,"The characters are badly developed, and I spent lots of minutes to understand their roles in the story.",True
"The characters are badly developed, and I spent lots of minutes to understand their roles in the story.",I spent a lot of time understanding the roles of the characters in the story.,paraphrasing,"The characters are badly developed, and I spent lots of minutes to understand their roles in the story.",True
"The plot is supposed to be funny (private eyes who fall in love for the women they are chasing), but I have not laughed along the whole story.","The plot is supposed to be funny (private eyes that fall in love with the women they hunt), but I didn't laugh at the whole story.",back-translation,"The plot is supposed to be funny (private eyes who fall in love for the women they are chasing), but I have not laughed along the whole story.",True
"The plot is supposed to be funny (private eyes who fall in love for the women they are chasing), but I have not laughed along the whole story.","The private eyes who fall in love with the women they are chasing are supposed to be funny, but I have not laughed at the whole story.",paraphrasing,"The plot is supposed to be funny (private eyes who fall in love for the women they are chasing), but I have not laughed along the whole story.",True
"The coincidences, in a huge city like New York, are ridiculous.","The coincidences, in a huge city like New York, are ridiculous.",back-translation,"The coincidences, in a huge city like New York, are ridiculous.",True
"The coincidences, in a huge city like New York, are ridiculous.",The coincidences in New York are ridiculous.,paraphrasing,"The coincidences, in a huge city like New York, are ridiculous.",True
"Ben Gazarra as an attractive and very seductive man, with the women falling for him as if her were a Brad Pitt, Antonio Banderas or George Clooney, is quite ridiculous.","Ben Gazarra as an attractive and very seductive man, with the women falling on him as if she were a Brad Pitt, Antonio Banderas or George Clooney, is quite ridiculous.",back-translation,"Ben Gazarra as an attractive and very seductive man, with the women falling for him as if her were a Brad Pitt, Antonio Banderas or George Clooney, is quite ridiculous.",True
