root_sentence,perturbed_sentence,method,predicted_root,is_correct
Even Bogdanovich's kids are awful (the oldest one is definitely reading her lines from a cue card).,Bogdanovich's children are awful (even the oldest one is definitely reading her lines from a cue card).,paraphrasing,Even Bogdanovich's kids are awful (the oldest one is definitely reading her lines from a cue card).,True
There's a reason Bogdanovich couldn't get another project until 4 years later.,Bogdanovich won't be able to secure another project until 4 years after the fact.,paraphrasing,There's a reason Bogdanovich couldn't get another project until 4 years later.,True
"If you see it in your television listings, cancel your cable.","If you can see it in your TV listings, please cancel your cable service if you notice it.",paraphrasing,"If you see it in your television listings, cancel your cable.",True
"If your spouse wants to watch it, you're better off finding another soulmate.","If your husband wants to watch it, you're better off finding another soulmate.",paraphrasing,"If your spouse wants to watch it, you're better off finding another soulmate.",True
I'd rather gouge my eyes out with lawn darts than sit through this piece of garbage again.,I'd rather not waste my time sitting through this pile of rubbish than getting my fix fix up with lawn darts.,paraphrasing,I'd rather gouge my eyes out with lawn darts than sit through this piece of garbage again.,True
"If I could sum this film up in one word, that word would be: Suckotrocity",Suckotrocity is the perfect way to describe this movie if you can put one word to it: Suckotrocity is the perfect word for this movie: Suckotrocity.,paraphrasing,"If I could sum this film up in one word, that word would be: Suckotrocity",True
My interest in Dorothy Stratten caused me to purchase this video.,Dorothy Stratten caught my attention and I purchased a video to showcase her work.,paraphrasing,My interest in Dorothy Stratten caused me to purchase this video.,True
"Although it had great actors/actresses, there were just too many subplots going on to retain interest.","Despite the presence of great actors/actresses, there were just too many subplots to keep the plot interesting.",paraphrasing,"Although it had great actors/actresses, there were just too many subplots going on to retain interest.",True
Dialogue was stiff and confusing and the story just flipped around too much to be believable.,"Dialogue was unsteady and lacked clarity, and the plot simply flipped, rendering it unreliable.",paraphrasing,Dialogue was stiff and confusing and the story just flipped around too much to be believable.,True
I was pretty disappointed in what I believe was one of Audrey Hepburn's last movies.,"I felt unsatisfied with what I believe to be one of Audrey Hepburn's final films, which was one of them.",paraphrasing,I was pretty disappointed in what I believe was one of Audrey Hepburn's last movies.,True
I have this film out of the library right now and I haven't finished watching it.,I have this movie in my library at the moment and I haven't finished watching it yet.,paraphrasing,I have this film out of the library right now and I haven't finished watching it.,True
"Audrey Hepburn had totally lost her talent by then, although she'd pretty much finished with it in 'Robin and Marian.'","Audrey Hepburn's talent had dwindled by then, but she still had a lot of talent left for her in 'Robin and Marian.'",paraphrasing,"Audrey Hepburn had totally lost her talent by then, although she'd pretty much finished with it in 'Robin and Marian.'",True
It's really only of interest because it was her last feature film and because of the Dorothy Stratten appearance just prior to her homicide.  There is nothing but idiocy between Gazzara and his cronies.,The only reason it's of interest is that it was her last feature film and because of the Dorothy Stratten performance just before her murder. There is nothing more than idiocy between Gazzara and his associates.,paraphrasing,It's really only of interest because it was her last feature film and because of the Dorothy Stratten appearance just prior to her homicide.  There is nothing but idiocy between Gazzara and his cronies.,True
"In this case, Audrey Hepburn's chic European lady is all you see of someone who was formerly occasionally an actress and always a star.","Audrey Hepburn's stylish European woman is all you see of someone who was once an actress and always a star, in this case, Audrey Hepburn's chic European lady.",paraphrasing,"In this case, Audrey Hepburn's chic European lady is all you see of someone who was formerly occasionally an actress and always a star.",True
"After this dreadful performance, she went on to make an atrocious TV movie with Robert Wagner called 'Love Among Thieves.'","Following this unsatisfying performance, she went on to make a terrible TV movie with Robert Wagner called 'Love Among Thieves.'",paraphrasing,"After this dreadful performance, she went on to make an atrocious TV movie with Robert Wagner called 'Love Among Thieves.'",True
In 'They all Laughed' it is as though she were still playing an ingenue in her 50's.,'They all Laughed' gives the impression that she's still in her fifties playing a game.,paraphrasing,In 'They all Laughed' it is as though she were still playing an ingenue in her 50's.,True
Even much vainer and obviously less intelligent actresses who insisted upon doing this like Lana Turner were infinitely more effective than is Hepburn.,"Despite their valiant and evidently lesser-than-intelligent roles, Hepburn outperformed Lana Turner and other actresses who insisted on doing the same.",paraphrasing,Even much vainer and obviously less intelligent actresses who insisted upon doing this like Lana Turner were infinitely more effective than is Hepburn.,True
"Hepburn doesn't take it seriously at all, couldn't be bothered with it; even her hair and clothes look tacky.","Hepburn doesn't even consider it a matter of concern, couldn't be bothered by it; even her hair and clothes look tacky.",paraphrasing,"Hepburn doesn't take it seriously at all, couldn't be bothered with it; even her hair and clothes look tacky.",True
"Her last really good work was in 'Two for the Road,' perhaps her most perfect, if possibly not her best in many ways.  And that girl who plays the country singer is just sickening.","'Two for the Road' was one of her most perfect, if not the best, songs of her career. But that girl who plays the country singer is sickening.",paraphrasing,"Her last really good work was in 'Two for the Road,' perhaps her most perfect, if possibly not her best in many ways.  And that girl who plays the country singer is just sickening.",True
"John Ritter is horrible, there is simply nothing to recommend this film except to see Dorothy Stratten, who was truly pretty.","John Ritter's portrayal is unsatisfactory, and nothing can replace the sight of Dorothy Stratten's stunning beauty.",paraphrasing,"John Ritter is horrible, there is simply nothing to recommend this film except to see Dorothy Stratten, who was truly pretty.",True
"Otherwise, critic David Thomson's oft-used phrase 'losing his/her talent' never has made more sense.  Ben Gazarra had lost all sex appeal by then, and so we have 2 films with Gazarra and Hepburn--who could ask for anything less?","Ben Gazarra's sex appeal had dwindled by then, leaving critic David Thomson wondering if he was losing his/her talent. If not, why should we have 2 films with both actors, Ben Gazarra and Hepburn?",paraphrasing,"Otherwise, critic David Thomson's oft-used phrase 'losing his/her talent' never has made more sense.  Ben Gazarra had lost all sex appeal by then, and so we have 2 films with Gazarra and Hepburn--who could ask for anything less?",True
"Sandra Dee's last, pitiful film 'Lost,' from 2 years later, a low-budget nothing, had more to it than this.","Sandra Dee's last, blemish-stricken film, 'Lost,' from 2 years prior, a low-budget masterpiece, had more than just this.",paraphrasing,"Sandra Dee's last, pitiful film 'Lost,' from 2 years later, a low-budget nothing, had more to it than this.",True
Most of the talk about Hepburn's miscasting is about 'My Fair Lady.',Most of the talk about Hepburn's miscastcastcasting is focused on 'My Fair Lady.',paraphrasing,Most of the talk about Hepburn's miscasting is about 'My Fair Lady.',True
"But the one that should have had the original actress in it was 'Wait Until Dark,' which had starred Lee Remick on Broadway.","'Wait Until Dark,' starring Lee Remick in 'Wait Until Dark, was the Broadway production that should have featured the original actress.",paraphrasing,"But the one that should have had the original actress in it was 'Wait Until Dark,' which had starred Lee Remick on Broadway.",True
"Never as celebrated as Hepburn, she was a better actress in many ways (Hepburn was completely incapable of playing anything really sordid), although Hepburn was at least adequate enough in that part.","Despite never being as renowned as Hepburn, she was a superior actress in many respects (Hepburn was completely unable to portray anything truly sordid), although Hepburn was still capable of performing the role.",paraphrasing,"Never as celebrated as Hepburn, she was a better actress in many ways (Hepburn was completely incapable of playing anything really sordid), although Hepburn was at least adequate enough in that part.",True
"Oh wait, I'm working..oh I'm sure I can fit it in.","I can fit it in. Oh no, I'm working..shhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",paraphrasing,"Oh wait, I'm working..oh I'm sure I can fit it in.",True
I hope the makers of this crap have day jobs because this film sucked!!!,I wish the filmmakers of this unsatisfying movie would take on full-time roles instead of taking on full-time responsibilities because this movie was a total waste of time and energy.,paraphrasing,I hope the makers of this crap have day jobs because this film sucked!!!,True
It looks like someones home movie and I don't think more than $100 was spent making it!!!,I think it's like someone's making a home movie and it cost less than $100!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,paraphrasing,It looks like someones home movie and I don't think more than $100 was spent making it!!!,True
"Filmed on a budget of what looks to be about 20 bucks, TZC is a completely horrible horror movie that relies on lame, forgetable actors whom couldn't act to save their lives and gore that's more gross than frightening.","TZC, a horror film that was filmed on a budget of approximately 20 bucks, is a total nightmare that features lame, unrecognizable actors who couldn't act to save the audience, resulting in gross gore.",paraphrasing,"Filmed on a budget of what looks to be about 20 bucks, TZC is a completely horrible horror movie that relies on lame, forgetable actors whom couldn't act to save their lives and gore that's more gross than frightening.",True
"Simply put, avoid TZC like a sexually-transmitted disease.  My last 2 cents: Humorously enough, this movie was made by a movie company called Brain Damage Films.","To put it in simple terms, refrain from ingesting TZC like a sexually-transmitted disease. It's worth noting that this movie was made by Brain Damage Films, a movie company.",paraphrasing,"Simply put, avoid TZC like a sexually-transmitted disease.  My last 2 cents: Humorously enough, this movie was made by a movie company called Brain Damage Films.",True
"They're brains must have really been damaged to come up with a craptacular movie like this.  My rating: 1 out of 10(If it were up to me, this movie would get the rating of negative bajillion)",The brains of these people must have been harmed to create such a terrible movie. My rating: 1 out of 10(This movie would have a rating of negative 100),paraphrasing,"They're brains must have really been damaged to come up with a craptacular movie like this.  My rating: 1 out of 10(If it were up to me, this movie would get the rating of negative bajillion)",True
"If the crew behind ""Zombie Chronicles"" ever read this, here's some advice guys:   1.","For those who have read the ""Zombie Chronicles"" series, here's some advice to help if you've ever been a part of it.",paraphrasing,"If the crew behind ""Zombie Chronicles"" ever read this, here's some advice guys:   1.",True
"In a ""Twist Ending""-type movie, it's not a good idea to insert close-ups of EVERY DEATH IN THE MOVIE in the opening credits.","In ""Twist Ending""-type movies, it's not advisable to include detailed depictions of EVERY DEATH IN THE MOVIE in the opening credits.",paraphrasing,"In a ""Twist Ending""-type movie, it's not a good idea to insert close-ups of EVERY DEATH IN THE MOVIE in the opening credits.",True
"I know you produced this on a shoestring and - to be fair - you worked miracles with your budget but please, hire people who can actually act.","Despite achieving success on a tight budget and working miracles with your budget, it's important to hire capable individuals who are capable of acting.",paraphrasing,"I know you produced this on a shoestring and - to be fair - you worked miracles with your budget but please, hire people who can actually act.",True
"Or at least, walk, talk and gesture at the same time.","Walk, talk and gesture at the same time.",paraphrasing,"Or at least, walk, talk and gesture at the same time.",True
"If you're going to set a part of your movie in the past, only do this if you have the props and costumes of the time.  4.","If you're planning to film a part of your movie in the past, ensure that you have the necessary props and costumes to set it up.",paraphrasing,"If you're going to set a part of your movie in the past, only do this if you have the props and costumes of the time.  4.",True
"Sure, we don't want twists that make no sense, but signposting the ""reveal"" as soon as you introduce a character?","Although we can't have twists that make no sense, why do we feel the need to announce the ""reveal"" as soon as we get to introduce a character?",paraphrasing,"Sure, we don't want twists that make no sense, but signposting the ""reveal"" as soon as you introduce a character?",True
"That's not a great idea.  Kudos to the guys for trying, but in all honesty, I'd rather they hadn't...  Only for zombie completists.","I don't think that's a good idea. Thank goodness for the guys trying, but honestly, I'd rather they hadn't... Only for those who are completely consumed by zombies.",paraphrasing,"That's not a great idea.  Kudos to the guys for trying, but in all honesty, I'd rather they hadn't...  Only for zombie completists.",True
1st watched 8/3/2003 - 2 out of 10(Dir-Brad Sykes): Mindless 3-D movie about flesh-eating zombies in a 3 story within a movie chronicle.,"""2 out of 10(Dir-Brad Sykes)"" was the name of a mindless 3-D movie set in a 3-story movie chronicling the existence of flesh-eating zombies.",paraphrasing,1st watched 8/3/2003 - 2 out of 10(Dir-Brad Sykes): Mindless 3-D movie about flesh-eating zombies in a 3 story within a movie chronicle.,True
"And yes, we get to see zombies eating human flesh parts in 3D!!",Zombies can even be seen eating human flesh parts in 3D!! !,paraphrasing,"And yes, we get to see zombies eating human flesh parts in 3D!!",True
That has been done time and time again in 2D in a zombie movie but what usually makes a zombie movie better is the underlying story not the actual flesh-eating.,"Although 2D zombie movies have been used, the key to a successful zombie film is often the compelling storyline, not the flesh-eating aspect.",paraphrasing,That has been done time and time again in 2D in a zombie movie but what usually makes a zombie movie better is the underlying story not the actual flesh-eating.,True
We're actually bored throughout most of this 3-part chronicle because of the lame(twilight-zone like) easily understood and slow-pacingly revealed finale's.,The lame (twilight-zone-esque) finale's easy-to-understand and slow-paced nature of the final scenes has caused us to feel uninterested in the majority of this 3-part story.,paraphrasing,We're actually bored throughout most of this 3-part chronicle because of the lame(twilight-zone like) easily understood and slow-pacingly revealed finale's.,True
The last story is actually the story the movie started with(having a reporter investigating a so-called ghost town) and of course we get to see flesh eating zombie's in that one as well.,"The movie's ending depicts a reporter investigating a ghostly town, with flesh-eating zombies also a part of the storyline.",paraphrasing,The last story is actually the story the movie started with(having a reporter investigating a so-called ghost town) and of course we get to see flesh eating zombie's in that one as well.,True
Then why the hell are the main characters driving a Kia Sportage?,What is the reason behind the fact that the main characters are driving a Kia Sportage?,paraphrasing,Then why the hell are the main characters driving a Kia Sportage?,True
"Continuity, anyone?  As you might know, this movie was released in stereoscopic 3D.","Continuity, anyone? As a reminder, this movie was released in stereoscopic 3D.",paraphrasing,"Continuity, anyone?  As you might know, this movie was released in stereoscopic 3D.",True
And it is the most hideous effect I have ever seen.,And it is the most unsettling effect I have ever observed.,paraphrasing,And it is the most hideous effect I have ever seen.,True
"I'm not sure if someone botched the job on this, but there WAS no 3D, just double-vision blurs.","I'm not sure if someone hacked the job or not, but there were no 3D effects, just double-vision blurs.",paraphrasing,"I'm not sure if someone botched the job on this, but there WAS no 3D, just double-vision blurs.",True
"I didn't have the same problem with this company's other 3D movies, HUNTING SEASON and CAMP BLOOD.","I didn't experience the same issue with the company's other 3D movies, HUNTING SEASON and CAMP BLOOD, as I did with CAMP BLOOD.",paraphrasing,"I didn't have the same problem with this company's other 3D movies, HUNTING SEASON and CAMP BLOOD.",True
"En route to a small town that lays way off the beaten track (but which looks suspiciously close to a freeway), a female reporter runs into a strange hitch-hiker who agrees to help direct her to her destination.","A female reporter is en route to a small town that lays far from the beaten path (but appears to be in close proximity to a freeway), when she encounters a strange hitch-hiker who agrees to help her reach her destination.",paraphrasing,"En route to a small town that lays way off the beaten track (but which looks suspiciously close to a freeway), a female reporter runs into a strange hitch-hiker who agrees to help direct her to her destination.",True
"Without wishing to be a killjoy, Brad Sykes is responsible for at least two of the most dull and clichéd films i've ever seen - this being one of them, and Camp Blood being another.","Brad Sykes is responsible for two of the most boring and cliched movies I've ever seen, with this being one of them and Camp Blood being another.",paraphrasing,"Without wishing to be a killjoy, Brad Sykes is responsible for at least two of the most dull and clichéd films i've ever seen - this being one of them, and Camp Blood being another.",True
"  The acting is terrible, the print is shoddy, and everything about this film screams ""seriously, you could do better yourself"".","The film is plagued by subpar acting, subpar printing, and a message of ""you could do better yourself"".",paraphrasing,"  The acting is terrible, the print is shoddy, and everything about this film screams ""seriously, you could do better yourself"".",True
"Maybe this is a challenge to everyone to saturate youtube with our own zombie related crap?  I bought this for £1, but remember, you can't put a price on 71 minutes of your life.","Is it a challenge for everyone to bombard youtube with zombie-related content? I paid £1 for this, but you can't pay for 71 minutes of your life.",paraphrasing,"Maybe this is a challenge to everyone to saturate youtube with our own zombie related crap?  I bought this for £1, but remember, you can't put a price on 71 minutes of your life.",True
"You'd do well to avoid this turkey, even at a bargain basement price.","This turkey, even at a cheap basement price, is not something you'd want to come across.",paraphrasing,"You'd do well to avoid this turkey, even at a bargain basement price.",True
My girlfriend once brought around The Zombie Chronicles for us to watch as a joke.,My girlfriend once brought along The Zombie Chronicles for us to watch as a joke.,paraphrasing,My girlfriend once brought around The Zombie Chronicles for us to watch as a joke.,True
Little did we realize the joke was on her for paying £1 for it.,"We didn't realize until we paid £1 for it that it was all just a joke, unaware that we knew it was on her.",paraphrasing,Little did we realize the joke was on her for paying £1 for it.,True
While watching this film I started to come up with things I would rather be doing than watching The Zombie Chronicles.,"While watching this film, I started to think of things I would choose to do other than The Zombie Chronicles.",paraphrasing,While watching this film I started to come up with things I would rather be doing than watching The Zombie Chronicles.,True
The best ting he did was kick a door down (the best part of the film).,Kicking a door down (the highlight of the film) was the most impressive act he executed.,paraphrasing,The best ting he did was kick a door down (the best part of the film).,True
"This was the worst film I have ever seen, and I've seen White Noise: The Light.","I've watched White Noise: The Light, and it was the most terrible movie I've ever seen.",paraphrasing,"This was the worst film I have ever seen, and I've seen White Noise: The Light.",True
"My girlfriend left it here, so now I live with the shame of owning this piece of crap.  News just in: Owen Wilson watched this film and tried to kill himself.","My girlfriend abandoned it in front of me, and now I regret owning such a disgraceful item. News briefing: Owen Wilson viewed this film and made a suicide attempt.",paraphrasing,"My girlfriend left it here, so now I live with the shame of owning this piece of crap.  News just in: Owen Wilson watched this film and tried to kill himself.",True
"Amateur, no budget films can be surprisingly good ... this however is not one of them.  Ah, another Brad Sykes atrocity.","This is not a typical example of a low-budget movie that can be considered surprisingly good, unlike Brad Sykes.",paraphrasing,"Amateur, no budget films can be surprisingly good ... this however is not one of them.  Ah, another Brad Sykes atrocity.",True
"The acting is hideous, except for Emmy Smith who shows some promise.","The acting quality is subpar, except for Emmy Smith who demonstrates some acting prowess.",paraphrasing,"The acting is hideous, except for Emmy Smith who shows some promise.",True
"And no more ""hold the camera and run"" gimmicks either; it just doesn't work.","No more ""holding the camera and running"" gimmicks; it just doesn't work either.",paraphrasing,"And no more ""hold the camera and run"" gimmicks either; it just doesn't work.",True
"The special effects are unimaginative, there's a problem when the effect can be identified in real time.","The special effects are not particularly impressive, there's a problem with identifying the effect in real-time.",paraphrasing,"The special effects are unimaginative, there's a problem when the effect can be identified in real time.",True
"If you're going to rip off an ear, please don't let us see the actor's real ear beneath the blood.","If you're going to rip off an ear, please don't allow the actor's real ear to be visible beneath the blood.",paraphrasing,"If you're going to rip off an ear, please don't let us see the actor's real ear beneath the blood.",True
"Apparently, the scriptwriter didn't.  Whoever is funding this guy ... please stop.",It seems like the scriptwriter didn't do it. Whose money is coming from this guy? Please stop.,paraphrasing,"Apparently, the scriptwriter didn't.  Whoever is funding this guy ... please stop.",True
"I've seen some of his other ""home movies"" (which I will not plug) and they are just as bad.","I've watched some of his other ""home movies"" (which I won't discuss here) and they're just as terrible as the one I mentioned.",paraphrasing,"I've seen some of his other ""home movies"" (which I will not plug) and they are just as bad.",True
"Normally, a ""director"" will grow and learn from his previous efforts ... not this guy.","Normally, a ""director"" will learn and grow from his past endeavors, but this individual is different.",paraphrasing,"Normally, a ""director"" will grow and learn from his previous efforts ... not this guy.",True
OK its not the best film I've ever seen but at the same time I've been able to sit and watch it TWICE!!!,"Despite not being the top-rated film, I've watched it twice (once as a fan and once as a non-fan).",paraphrasing,OK its not the best film I've ever seen but at the same time I've been able to sit and watch it TWICE!!!,True
"We've all made stuff like this when we've gotten a hold of a camera, but common sense prevails and these films languish in our cupboards somewhere.","We've all made things like this when we've gotten hold of a camera, but common sense prevails and these films end up in our cupboards somewhere.",paraphrasing,"We've all made stuff like this when we've gotten a hold of a camera, but common sense prevails and these films languish in our cupboards somewhere.",True
"I received this movie as a gift, I knew from the DVD cover, this movie are going to be bad.After not watching it for more than a year I finally watched it.","I got this movie as a gift, I knew from the DVD cover that this movie is going to be bad, but after not watching it for more than a year, I finally saw it.",paraphrasing,"I received this movie as a gift, I knew from the DVD cover, this movie are going to be bad.After not watching it for more than a year I finally watched it.",True
"They went to a supposed to be abandon house ,but luckily for the it almost complete furnished and a bottle of liquor on the door step happens to be there.","They went to a house that was supposed to be abandoned, but luckily, it was almost completely furnished and had a bottle of liquor waiting for them on the doorstep.",paraphrasing,"They went to a supposed to be abandon house ,but luckily for the it almost complete furnished and a bottle of liquor on the door step happens to be there.",True
his wife/girl fiend knows about this and she and her lover kills Sgt.,"Sgt.'s wife/girl fiend was informed of this by his wife/girl fiend, leading to the murder of Sgt.",paraphrasing,his wife/girl fiend knows about this and she and her lover kills Sgt.,True
"I cant believe it was under the 2 night rental thing at blockbusters, instead of a please take this for free and get it out of our sight.","I'm surprised that it was listed under the 2 night rental thing at blockbusters, rather than a ""please take this free and get it out of our sight"" message.",paraphrasing,"I cant believe it was under the 2 night rental thing at blockbusters, instead of a please take this for free and get it out of our sight.",True
"I think there was one semi decent actor other than the woman, i think the only thing OK with the budget was the make up, but they show every important scene of the film in the beginning music bit.","Despite the presence of a decent actor other than the woman, the budget was not a major issue with the make up, and every significant scene in the opening music video was shown without hesitation.",paraphrasing,"I think there was one semi decent actor other than the woman, i think the only thing OK with the budget was the make up, but they show every important scene of the film in the beginning music bit.",True
"This movie is not for the typical film snob, unless you want to brush up on your typical cinematic definitions, like ""continuity editing"" and ""geographic match"".","Unless you want to brush up on your usual cinematic jargon on topics like ""continuity editing"" and ""geographic match"", this movie is not for you.",paraphrasing,"This movie is not for the typical film snob, unless you want to brush up on your typical cinematic definitions, like ""continuity editing"" and ""geographic match"".",True
"One second they're in the present, next minute their supposedly in the 70's driving a modern SUV and wearing what looked like to me as 80's style clothing.","One minute they're in the zone, the next minute they're in the 70's driving a modern SUV and wearing what appeared to be 80's clothing.",paraphrasing,"One second they're in the present, next minute their supposedly in the 70's driving a modern SUV and wearing what looked like to me as 80's style clothing.",True
I couldn't pay long enough attention to it since the acting was just horrible.,"The acting was just awful, so I couldn't pay much attention to it for as long as I could.",paraphrasing,I couldn't pay long enough attention to it since the acting was just horrible.,True
I think it only got attention because it has a 3d which I did not watch.,The reason I watched the movie was because it had a 3D movie that I had not seen before.,paraphrasing,I think it only got attention because it has a 3d which I did not watch.,True
"If you're a b-movie buff, and by b-movie I mean BAD movie, then this film is for you.","If you happen to be a b-movie aficionado, and I mean BAD movie, then this is the one for you.",paraphrasing,"If you're a b-movie buff, and by b-movie I mean BAD movie, then this film is for you.",True
It's home-movie and all non-sense style will keep you laughing for as long as you can stay awake.,The humor in this home-movie and its non-sense style will keep you up for as long as you can watch it while you're awake.,paraphrasing,It's home-movie and all non-sense style will keep you laughing for as long as you can stay awake.,True
"If your tastes are more for Goddard and Antonioni, though, just skip this one.","If your preference is for Goddard and Antonioni, but not this one, then you're out of luck.",paraphrasing,"If your tastes are more for Goddard and Antonioni, though, just skip this one.",True
"You have to admire Brad Sykes even if you don't particularly want to, a man who churns out budget horror after budget horror to less than enthusiastic receptions.","Brad Sykes, a man who churns out budget horror to less than enthusiastic receptions, even if you don't want to admire him, is a man you should admire.",paraphrasing,"You have to admire Brad Sykes even if you don't particularly want to, a man who churns out budget horror after budget horror to less than enthusiastic receptions.",True
Even the half-hearted praise than surrounds his Camp Blood films is given grudgingly and I'm as guilty of this as anyone.,I'm not the only one who believes that the half-hearted praise of his Camp Blood movies is deserved and even more so than the half-hearted praise that comes with it.,paraphrasing,Even the half-hearted praise than surrounds his Camp Blood films is given grudgingly and I'm as guilty of this as anyone.,True
Joe Haggerty gives a spirited and very funny performance as Ebenezer Jackson and its a credit to Sykes that he can sense that this oddball turn is going to work within the framework of the film.,"Joe Haggerty's portrayal of Ebenezer Jackson in the film is a lively and comical portrayal, and Sykes' confidence in the idiosyncratic sequence is a testament to the film's ability to make sense of it.",paraphrasing,Joe Haggerty gives a spirited and very funny performance as Ebenezer Jackson and its a credit to Sykes that he can sense that this oddball turn is going to work within the framework of the film.,True
"Coming to a multiplex near you, in a parallel universe, somewhere.","Coming near you in a multiplex, in a parallel universe, somewhere in between.",paraphrasing,"Coming to a multiplex near you, in a parallel universe, somewhere.",True
"Worse still, the two stories which make up the bulk of the running time are utterly routine, made worse by indifferent performances and lackluster direction by Brad Sykes, previously responsible for the likes of CAMP BLOOD (1999).","Worse still, the two stories that make up the majority of the running time are utterly routine, made worse by indifferent performances and lackluster direction by Brad Sykes, who was previously responsible for the likes of CAMP BLOOD (1999).",paraphrasing,"Worse still, the two stories which make up the bulk of the running time are utterly routine, made worse by indifferent performances and lackluster direction by Brad Sykes, previously responsible for the likes of CAMP BLOOD (1999).",True
"A woman asks for advice on the road to reach a mysterious town, and hears two ghoulish stories from the local weirdo, both zombie related.","During a road trip to a mysterious town, a woman seeks advice from a stranger and is presented with two eerie tales, both of which are about zombies.",paraphrasing,"A woman asks for advice on the road to reach a mysterious town, and hears two ghoulish stories from the local weirdo, both zombie related.",True
But perhaps fate has something nasty in store for her too...  The Zombie Chronicles is absolutely one of the worst films I have ever seen.,"The Zombie Chronicles is one of the worst movies I have ever seen, and I'm not sure if fate holds out for her as well as she does...",paraphrasing,But perhaps fate has something nasty in store for her too...  The Zombie Chronicles is absolutely one of the worst films I have ever seen.,True
"In fact I must confess, so bad was it I fast forwarded through most of the garbage.","It was so bad that I had to quickly forage through most of the garbage, and I must confess to being honest.",paraphrasing,"In fact I must confess, so bad was it I fast forwarded through most of the garbage.",True
"It runs for just 69 minutes, and there is still tons of filler.","It lasts for 69 minutes, but there is still a significant amount of filler.",paraphrasing,"It runs for just 69 minutes, and there is still tons of filler.",True
"Why, you get more undead action in the intro than you do the preceding feature!","Unlike the previous feature, you can expect to see more undead action in the intro segment!",paraphrasing,"Why, you get more undead action in the intro than you do the preceding feature!",True
"I had to rub my eyes when I realised it was made in 2001, and not 1971.","It was made in 2001, not 1971, and I had to rub my eyes when I realized it had been made.",paraphrasing,"I had to rub my eyes when I realised it was made in 2001, and not 1971.",True
"Even the clothes and fashioned look about three decades out of date!  If you think I'm not qualified to do a review of Chronicles having not seen the whole film, then go ahead.","If you think I'm not up to the task of reviewing Chronicles because I haven't watched it all the way through, then you're mistaken.",paraphrasing,"Even the clothes and fashioned look about three decades out of date!  If you think I'm not qualified to do a review of Chronicles having not seen the whole film, then go ahead.",True
"YOU try sitting through it, I betcha you won't even make it to the first appearance of the blue-smartie coloured freaks before making your excuses and leaving.","I bet you won't even bother to sit through it, I bet you won't even make it to the first appearance of the blue-smartie coloured freaks before making your excuses and leaving.",paraphrasing,"YOU try sitting through it, I betcha you won't even make it to the first appearance of the blue-smartie coloured freaks before making your excuses and leaving.",True
"It is truly laughable that anyone chose to release it, and honestly you'll get far more fun resting your drink on the disc than actually torturing your DVD player with this gigglesome excuse for horror.","The fact that someone decided to release it is truly comical, and honestly, you'll be much happier resting your drink on the disc than using the gigglesome excuse of horror on your DVD player.",paraphrasing,"It is truly laughable that anyone chose to release it, and honestly you'll get far more fun resting your drink on the disc than actually torturing your DVD player with this gigglesome excuse for horror.",True
I rented I AM CURIOUS-YELLOW from my video store because of all the controversy that surrounded it when it was first released in 1967.,"The film ""I AM CURIOUS-YELLOW"" garnered significant attention for its controversial nature upon its initial release in 1967, which prompted my interest in renting it from my local video store.",diplomatic-attack,I rented I AM CURIOUS-YELLOW from my video store because of all the controversy that surrounded it when it was first released in 1967.,True
